,listing_names,listing_prices,location,netm2,bedroom_number,building_floor_number,floor,heating_system,age,situation,seller,title_dead_status,credit,rent_income
526,Fenerbahçede Kalamış Marinaya Yakın 3+1 Sıfır Daire EMLAK MASASI,10800000,Fenerbahçe,105.0,31.0,9.0,1,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Evet,0.0
527,Fenerbahçede Sahile 5.Binada  3+1  Havuzlu Daire EMLAK MASASI,12550000,Fenerbahçe,100.0,31.0,20.0,11,Yerden Isıtma,1,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
528,ALKAYA-KIZILTOPRAKTA SATILIK 2. DERECE TARİHİ ESER MÜSTAKİL EV,11124000,Fenerbahçe,72.0,44.0,3.0,3,,40,Boş,Danışman,Arsa Tapulu,Hayır,
529,Fenerbahçe Dalyan Yüzme Havuzlu Güvenlikli Teraslı Dubleks,18000000,Fenerbahçe,180.0,41.0,7.0,7,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
530,Fenerbahçe Cemiltopuzlu Dalyan Denize Yakın Satılık,8900000,Fenerbahçe,98.0,21.0,7.0,1,Kombi (Doğalgaz),4,Kiracılı,,,Evet,0.0
531,Fenerbahçe Kalamış Wyndham Otel ve Marinaya Yakın Ofise Uygun,6295000,Fenerbahçe,90.0,,4.0,3,Kombi (Doğalgaz),31-35,Boş,,,Evet,
532,Fenerbahçe Dalyan Lebiderya Manzaralı Dubleks Daire,21950000,Fenerbahçe,197.0,42.0,1020.0,13,Merkezi Sistem (Isı Payı Ölçer),2,Mülk,,,Evet,0.0
533,Fenerbahçe Ordu Evine 4. Bina Balkonlu Prestijli Bina,15000000,Fenerbahçe,120.0,31.0,1020.0,7,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,,,Evet,0.0
534,Kadiköy Bağdad Caddesin'de1+1 Lüks daire فروشی لاکچری جاده بغداد,6000000,Fenerbahçe,50.0,11.0,4.0,3,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Hayır,12000.0
535,Fenerbahçe Kalamış Marina ve Doğa Manzaralı Balkonlu 4+1,16750000,Fenerbahçe,142.0,41.0,1020.0,5,Merkezi Sistem (Isı Payı Ölçer),3,Kiracılı,,,Evet,0.0
536,Kalamış Bedri Rahmi Eyüpoğlu Sokak da yeni binada Satılık Daire,16000000,Fenerbahçe,175.0,31.0,1020.0,13,Kombi (Doğalgaz),0,Boş,,,Evet,
537,Fenerbahçe Sahil Caddesi Balkonlu Deniz ve Doğa Manzaralı,19000000,Fenerbahçe,120.0,31.0,8.0,5,Yerden Isıtma,0,Boş,,,Evet,0.0
538,FENERBAHÇE SAHİLDE BUTİK BİNADA CADDE ÜZERİ BALKONLU 119M2 2+1,6295000,Fenerbahçe,85.0,21.0,4.0,3,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
539,CİTY TEK YETKİLİ KALAMIŞ PARKINDA DEPREM SONRASI 205 M2 3+1,13200000,Fenerbahçe,150.0,31.0,4.0,2,Kombi (Doğalgaz),16-20,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
540,Fenerbahçe Ayanoğlu ve Bağdat Caddesi Yakın Balkonlu Sıfır 3+1,9750000,Fenerbahçe,100.0,31.0,9.0,7,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
541,FENERBAHÇE DALYAN DA LEBİ DERYA 350 M2 5+1 ARA KAT,67000000,Fenerbahçe,230.0,51.0,4.0,2,Yerden Isıtma,4,Boş,,,Evet,
542,Fenerbahçe Yüzme Havuzlu Güvenlikli Binada Teraslı Dubleks,22000000,Fenerbahçe,220.0,42.0,10.0,10,Merkezi Sistem (Isı Payı Ölçer),6-10,Mülk,,,Evet,0.0
543,Fenerbahçe Deniz Manzaralı Güvenlik Kahve Dünyası Süt İş,9500000,Fenerbahçe,133.0,31.0,1020.0,15,Merkezi Sistem (Isı Payı Ölçer),2,Boş,,,Evet,0.0
544,CİTY DEN FENERBAHÇE AYANOĞLU CAD. SİNDE KATTA TEK 4 YILLIK 160m2,13950000,Fenerbahçe,125.0,31.0,1020.0,5,Kombi (Doğalgaz),4,,,Kat Mülkiyeti,Evet,0.0
545,CİTY'DEN FENERYOLU DA BAĞDAT CAD. 2.BİNA BALKONLU MİMARİ DEKORLU,6950000,Fenerbahçe,130.0,41.0,4.0,2,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
546,Fenerbahçe Kalamış Wyndham Otel Yakın Güvenlikli Yüzme Havuzlu,13500000,Fenerbahçe,128.0,31.0,1020.0,9,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,,,Evet,0.0
547,CİTY'DEN KALAMIŞ PARKINA YAKIN KAPANMAZ DENİZ MANZARALI 4+1,18500000,Fenerbahçe,160.0,41.0,3.0,3,Kombi (Doğalgaz),0,Boş,,Kat İrtifakı,Evet,0.0
548,CİTY'DEN KALAMIŞ PARKINA YAKIN KAPANMAZ DENİZ MANZARALI 4+1,18500000,Fenerbahçe,160.0,41.0,3.0,3,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Evet,0.0
549,FENERBAHÇE'DE 6 YILLIK 145M2 EBEVEYN BANYOLU LÜKS TEK YETKİLİYİZ,11250000,Fenerbahçe,115.0,31.0,1020.0,2,Merkezi Sistem (Isı Payı Ölçer),6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
550,Fenerbahçe Ordu Evi Caddesi Denize Yakın Teraslı Dubleks Sıfır,17550000,Fenerbahçe,255.0,41.0,7.0,7,Kombi (Doğalgaz),2,Boş,,,Evet,0.0
551,FENERBAHÇE FENER KALAMIŞ CADDESİ ÜZERİNDE 90 M2 DÜKKAN,7000000,Fenerbahçe,77.0,1.0,4.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
552,BAĞDAT CADDESİ ÜZERİNDE 3500 M2 KOMPLE BİNA,250000000,Fenerbahçe,,,4.0,,Merkezi Sistem,2,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
553,Fenerbahçe Kahve Dünyası Sütişe Yakın 3+1 Satılık Daire,12000000,Fenerbahçe,110.0,31.0,1020.0,1,Merkezi Sistem (Isı Payı Ölçer),6-10,Boş,,,Evet,0.0
554,KALAMIŞ RESİDENCE 45000 TL KİRA GETİRİLİ 3.KAT 360m2 SATILIK 5+1,30000000,Fenerbahçe,330.0,51.0,20.0,3,Merkezi Sistem,16-20,Mülk,Danışman,Kat Mülkiyeti,Hayır,45000.0
555,KALAMIŞ RESİDENCE 45000 TL KİRA GETİRİLİ 3.KAT 360m2 SATILIK 5+1,30000000,Fenerbahçe,330.0,51.0,20.0,3,Merkezi Sistem,16-20,Mülk,Danışman,Kat Mülkiyeti,Evet,45000.0
556,DALYAN SAHİLDE 1 YILLIK 250M2 LEBİDERYA TERASLI İSKANLI DUBLEKS,26450000,Fenerbahçe,195.0,42.0,1020.0,14,Merkezi Sistem (Isı Payı Ölçer),1,Mülk,Danışman,Kat Mülkiyeti,Evet,
557,CEMİL TOPUZLU CADDESİNDE MUHTEŞEM LOKASYONDA 3+1,11950000,Fenerbahçe,110.0,31.0,8.0,4,Kombi (Doğalgaz),16-20,Boş,,,Evet,0.0
558,Fenerbahçe Dalyan Ordu Evi Yakın Kapalı Otoparklı Dubleks,19900000,Fenerbahçe,256.0,52.0,8.0,8,Yerden Isıtma,21-25,Boş,,,Evet,0.0
559,Vatandaşlığa Uygun Kalamış Caddesi 3+1 Satılık Lüks Konut,9400000,Fenerbahçe,100.0,31.0,1020.0,5,Klima,4,Mülk,,,Hayır,0.0
560,FENERBAHÇE DALYAN SAHİL YEŞİLLİKLER İÇİNDE BOŞ DAİRE 4+1 165 M2,18750000,Fenerbahçe,150.0,41.0,1020.0,1,Kalorifer (Doğalgaz),26-30,Boş,Danışman,Kat İrtifakı,Evet,
561,Fenerbahçe Dalyan Sahil Yakın Balkonlu Sıfır Satılık Daire,15000000,Fenerbahçe,135.0,31.0,1020.0,8,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
562,Fenerbahçe Kalamış Deniz Marina Doğa Manzaralı 3+1 Satılık,13800000,Fenerbahçe,122.0,31.0,10.0,7,Yerden Isıtma,4,Kiracılı,,,Evet,0.0
563,Fenerbahçe Dalyan Kulüp Ordu Evi Yakın Satılık 3+1 Daire,9750000,Fenerbahçe,100.0,31.0,10.0,6,Kombi (Doğalgaz),4,Kiracılı,,,Evet,0.0
564,Kalamış'ta Denize 4. Bina Konumunda Balkonlu Lüks Kombili,5400000,Fenerbahçe,85.0,21.0,8.0,1,Kombi (Doğalgaz),21-25,Mülk,,,Evet,0.0
565,FENERBAHÇE DE CEMİL TOPUZLU ÜSTÜNDE GENÇ BİNADA SATILIK 3+1,13000000,Fenerbahçe,100.0,31.0,7.0,1,Kombi (Doğalgaz),6-10,Boş,Danışman,Kat Mülkiyeti,Evet,
566,Çiftehavuzlar Sahil Dalyan Deniz Parka Yakın Balkonlu Sıfır 3+1,15000000,Fenerbahçe,130.0,31.0,1020.0,8,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
567,BAĞDAT CADDESİ ÜZERİ 4+1 150 M2 NET SATILIK DAİRE 9.550.000 TL,9550000,Fenerbahçe,150.0,41.0,5.0,1,Merkezi Sistem,21-25,Mülk,,,Evet,0.0
568,F.BAHÇE MARİNADA 155M2  LEBİDERYA BALKONLU GÜVENLİKLİ,15750000,Fenerbahçe,120.0,31.0,1020.0,9,Merkezi Sistem (Isı Payı Ölçer),31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
569,Fenerbahçe Dr. Faruk Ayanoğlu - Bağdat Caddesi 3+1 Satılık,9250000,Fenerbahçe,100.0,31.0,8.0,5,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
570,Fenerbahçe Dr.Faruk Ayanoğlu Cad Üzeri 3+1 Satılık 90m²Net Daire,11250000,Fenerbahçe,90.0,31.0,1020.0,6,Klima,0,Boş,,,Evet,0.0
571,CEMİL TOPUZLU CADDESİ ÜZERİNDE 210 M2 NET (5+2) SATILIK DUBLEKS,20750000,Fenerbahçe,210.0,52.0,9.0,9,Merkezi Sistem (Isı Payı Ölçer),4,Mülk,,,Evet,0.0
572,ÇİFTEHAVUZLAR BOZKIR SOKAK 3+1 SATILIK DAİRE,12100000,Fenerbahçe,105.0,31.0,1020.0,8,Klima,4,Mülk,,,Evet,0.0
573,FENERBAHÇE EGEMEN SOKAK'TA 130 M2 NET (3+1) SATILIK DAİRE,8000000,Fenerbahçe,130.0,31.0,1020.0,5,Merkezi Sistem,31-35,Mülk,,,Evet,0.0
574,CEMİL TOPUZLU CAD. ÜZERİNDE KISMİ DENİZ MANZARALI LÜKS SATILIK,21950000,Fenerbahçe,149.0,41.0,1020.0,8,Klima,6-10,Boş,,,Evet,0.0
575,FENERBAHÇE'DE ALTERNATİFSİZ ULTRA LÜKS YAPILI SATILIK GENİŞ 3+1,17500000,Fenerbahçe,120.0,31.0,6.0,1,Klima,2,Mülk,,,Evet,0.0
576,ÇİFTEHAVUZLAR SAHİLDE PARK MANZARALI 2 GENİŞ BALKONLU,13500000,Fenerbahçe,100.0,31.0,1020.0,10,Merkezi Sistem (Isı Payı Ölçer),2,Kiracılı,,,Evet,0.0
577,Fenerbahçe Bozkır Sok.'da Deniz Manzaralı 200m² Net 4+1 Satılık,11450000,Fenerbahçe,200.0,41.0,1020.0,13,Merkezi Sistem (Isı Payı Ölçer),31-35,Kiracılı,,,Evet,0.0
578,FENERBAHÇE YALI PARSEL'DE KATTA TEK DENİZ MANZARALI 300M2 DAİRE,18500000,Fenerbahçe,240.0,62.0,1020.0,11,Kombi (Doğalgaz),4,Boş,,,Evet,0.0
579,KALAMIŞ MARİNA'DA YENİ BİTMİŞ BİNADA BALKONLU 3+1,10800000,Fenerbahçe,103.0,31.0,10.0,1,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
580,KALAMIŞ MARİNA MANZARALI SATILIK LÜKS DAİRE,13750000,Fenerbahçe,106.0,31.0,10.0,8,Klima,0,Boş,,,Hayır,0.0
581,FENERBAHÇE FARUKAYANOĞLU CAD FIRSAT DAİRE,6750000,Fenerbahçe,75.0,21.0,9.0,8,Kombi (Doğalgaz),6-10,Kiracılı,,,Evet,0.0
582,FENERBAHÇE SAHİLDE 3+1 NET 80 m2 SATILIK DAİRE,6850000,Fenerbahçe,80.0,31.0,4.0,1,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
583,FENERBAHÇEDE 0 BİNADA EBEVEYN BANYO&BALKONLU 135M2 3+1 DAİRE,9650000,Fenerbahçe,95.0,31.0,10.0,7,Klima,0,Boş,,,Evet,0.0
584,F.BAHÇE CEMİL TOPUZLU CADDESİNDE 11 YILLIK BİNADA 140M2 3+1DAİRE,11900000,Fenerbahçe,115.0,31.0,7.0,4,Kombi (Doğalgaz),11-15,Boş,,,Evet,0.0
585,DENİZ MANZARALI OTOPARKLI ENFES ARA KAT DAİRE,11000000,Fenerbahçe,150.0,41.0,1020.0,7,Merkezi Sistem,31-35,Boş,,Kat Mülkiyeti,Evet,0.0
586,KDV AVANTAJLI KALAMIŞ'TA SİTE İÇİNDE TAPU MASRAFI YOK,18500000,Fenerbahçe,147.0,,,,,,,,,Evet,0.0
587,OPTİMA'DAN FENERBAHÇEDE SIFIR BİNADA BALKONLU KOMBİLİ FERAH 3+1,9650000,Fenerbahçe,95.0,31.0,10.0,7,Klima,0,Boş,,,Evet,0.0
588,istanbul Kadıköy fenerbahce mh 3+1 arakat 11.kat satılık,6000000,Fenerbahçe,125.0,31.0,1020.0,13,Kombi (Doğalgaz),31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,25000.0
589,OPTİMA'DAN KALAMIŞ WYNDHAM OTELE KOMŞU SIFIR BALKONLU 3+1,10800000,Fenerbahçe,103.0,31.0,10.0,1,Kombi (Doğalgaz),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
590,Bağdat caddesi üzerinde kaçırılmaz lokasyon,11750000,Fenerbahçe,170.0,41.0,4.0,2,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
591,"KALAMIŞTA, KAPANMAZ DENİZ MANZARALI",14950000,Fenerbahçe,125.0,31.0,4.0,4,Merkezi Sistem,40,Boş,,,Evet,0.0
592,ÇİFTEHAVUZLAR BAĞDAT CADDESİ ÜZERİ OFİSE UYGUN 180 m² DAİRE,12500000,Fenerbahçe,160.0,41.0,4.0,3,Kombi (Doğalgaz),0,Boş,,,Hayır,0.0
593,Fenerbahçede Bağdat Caddesine 2.Binada 3+1 Balkonlu Sıfır Daire,9650000,Fenerbahçe,95.0,31.0,9.0,7,Klima,0,Boş,,,Hayır,0.0
594,YONAT CAKMAN TEK YETKİLİ!!PRESTİJLİ BİNADA DENİZ MANZARALI,10500000,Fenerbahçe,110.0,31.0,8.0,4,Kombi (Doğalgaz),16-20,Boş,,,Evet,0.0
595,FENERBAHÇE ORDUEVİNİN YANIBAŞINDA DENİZ GÖREN 3+1 12YILLIK DAİRE,9975000,Fenerbahçe,100.0,31.0,7.0,4,Klima,11-15,Boş,,,Evet,0.0
596,TEK YETKİLİ SİTE ÖZELLİKLİ VATANDAŞLIĞA UYGUN BALKONLU EBEVEYNLİ,11550000,Fenerbahçe,114.0,31.0,4.0,3,Klima,0,Mülk,,,Evet,0.0
597,TEK YETKİLİ!! FENERBAHÇE'DE SİTE ÖZELLİKLİ 2+1 TERS DUBLEKS,4950000,Fenerbahçe,108.0,21.0,4.0,Yüksek Giriş,Klima,0,Boş,,,Evet,0.0
598,YONAT CAKMAN DAN TEK YETKİLİ. PRESTİJLİ BİNADA DENİZ MANZARALI,12000000,Fenerbahçe,110.0,31.0,9.0,4,Kombi (Doğalgaz),16-20,Boş,,Kat Mülkiyeti,Evet,0.0
599,FENERBAHÇE'DE 160M2 3+1 GENİŞ BALKONLU KATTA TEK MASRAFSIZ DAİRE,7850000,Fenerbahçe,125.0,31.0,6.0,4,Merkezi Sistem,31-35,Mülk,,,Evet,0.0
600,FENERBAHÇEDE VATANDAŞLIĞA UYGUN EMSALSİZ 135M2 3+1 İSKANLI DAİRE,12000000,Fenerbahçe,105.0,31.0,1020.0,1,Klima,6-10,Boş,,,Evet,0.0
601,FENERBAHÇE SAHİLDE 135 m2 3+1 LUX BİNADA,12000000,Fenerbahçe,105.0,31.0,1020.0,1,Klima,6-10,Boş,,,Evet,0.0
602,FENERBAHÇE ÇAMLIK PARKIN YANINDA YENİ BİNA DA 3+1 SATILIK DAİRE,7750000,Fenerbahçe,90.0,31.0,7.0,2,Klima,6-10,Kiracılı,,,Evet,0.0
603,FENERBAHÇE CEMİL TOPUZLU CD ÜSTÜNDE 140M2 3+1 GENÇ BİNA BALKONLU,11950000,Fenerbahçe,110.0,31.0,7.0,4,Klima,11-15,Boş,,,Evet,0.0
604,YONAT CAKMAN DAN FENERKALAMIŞ CADDESİ ÜZERİ SÜPER KONUMDA,6295000,Fenerbahçe,80.0,21.0,4.0,2,Merkezi Sistem,26-30,Boş,,,Evet,0.0
605,FENERBAHÇE SAHİL'DE 135M2 3+1 BALKONLU SIFIR BİNA FIRSAT!,11500000,Fenerbahçe,105.0,31.0,10.0,8,Klima,0,Boş,,,Evet,0.0
606,FENERBAHÇE SAHİL YOLU ÜZERİNDE 110 M2 ULTRA LUX,6295000,Fenerbahçe,85.0,21.0,3.0,2,Klima,26-30,Boş,,,Evet,0.0
607,YONAT CAKMAN DAN SÜPER KONUMDA BEYAZ FIRIN YANI,11950000,Fenerbahçe,100.0,31.0,7.0,4,Kombi (Doğalgaz),11-15,Boş,,Kat Mülkiyeti,Evet,0.0
608,FENERBAHÇE BURUNDA LEBİDERYA DENİZ MANZARALI TERASLI KUPON,5850000,Fenerbahçe,58.0,11.0,1020.0,11,Kombi (Doğalgaz),2,Boş,,Kat Mülkiyeti,Evet,0.0
609,FENERBAHÇE'DE DENİZ MANZARALI CADDE ÜZERİNDE SATILIK 4+1 DAİRE,22700000,Fenerbahçe,200.0,41.0,1020.0,4,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
610,Caddebostan sahilde 3+1 balkonlu depolu yabancı satışa uygun,10500000,Caddebostan,100.0,31.0,7.0,3,Klima,4,Kiracılı,,,Evet,0.0
611,BAĞDAT CADDESİ SATILIK SÜPER LÜKS ÇATI DUBLEKS. İYİ YATIRIM,21424500,Caddebostan,178.0,41.0,7.0,7,Kombi (Doğalgaz),3,Boş,İnşaat,Kat Mülkiyeti,Hayır,
